survey,siteID,phase,area,sub_phase,palatial,siteUID,surUID,cat_area,centroid_x,centroid_y,rarea,radius,density,catch_area,catch_radius,,,
GOU,92,HEL-RMN,0,ROMAN,greco-rmn,39,G92,900,665767,3881840,900,16.926,4.5,2.7,92.70580849,,,
GOU,92,MMIII-LMI,0,MMIII-LMI,neo,56,G92,900,665780,3881930,900,16.926,4.5,2.7,92.70580849,,,
GOU,93,MMIII-LMI,0,MMIII-LMI,neo,57,G93,500,665610,3881830,500,12.616,2.5,1.5,69.09882989,,,
GOU,94,MMIII-LMI,0,MMIII-LMI,neo,58,G94,5600,665678,3881740,5600,42.22,56,33.6,327.0353525,,,
GOU,95,MMIB-II,0,MMIB-II,proto,57,G95,2500,665989,3881740,2500,28.209,25,15,218.5096861,,,
GOU,96,MMIB-II,0,MMIB-II,proto,58,G96,1800,665862,3881580,1800,23.937,9,5.4,131.1058117,,,
GOU,97,EMIII-MMIA,0,EMIII-MMIA,prepal,20,G97,2400,665436,3881740,2400,27.64,12,7.2,151.3879513,,,
GOU,97,HEL-RMN,0,ROMAN,greco-rmn,40,G97,1600,665448,3881760,1600,22.568,8,4.8,123.6077446,,,
GOU,97,LMIIIC-GEO,0,LMIIIC,sub-min,9,G97,100,665493,3881780,100,5.642,0.5,0.3,30.90193616,,,
GOU,97,EMI-II,0,EMI-II,prepal,23,G97,4800,665455,3881780,4800,39.088,48,28.8,302.7759026,,,
GOU,97,MMIII-LMI,0,MMIII-LMI,neo,59,G97,27300,665467,3881750,27300,93.219,409.5,245.7,884.3570491,,,
GOU,97,MMIB-II,0,MMIB-II,proto,59,G97,27300,665498,3881750,27300,93.219,409.5,245.7,884.3570491,,,
GOU,98,MMIB-II,0,MMIB-II,proto,60,G98,100,665409,3881840,100,5.642,0.5,0.3,30.90193616,,,
GOU,98,EMI-II,0,EMI-II,prepal,24,G98,100,665424,3881890,100,5.642,0.5,0.3,30.90193616,,,
GOU,98,FN,0,FN,prepal,3,G98,900,665430,3881820,900,16.926,4.5,2.7,92.70580849,,,
GOU,99,EMIII-MMIA,0,EMIII-MMIA,prepal,21,G99,200,665147,3881760,200,7.979,1,0.6,43.70193722,,,
GOU,99,EMI-II,0,EMI-II,prepal,25,G99,230,665147,3881760,230,8.556,1.15,0.69,46.86510658,,,
GOU,99,MMIII-LMI,0,MMIII-LMI,neo,60,G99,400,665147,3881760,400,11.284,2,1.2,61.80387232,,,
GOU,99,MMIB-II,0,MMIB-II,proto,61,G99,400,665165,3881770,400,11.284,2,1.2,61.80387232,,,
GOU,100,LMIIIA-IIIB,0,LMIIIA-IIIB,postpal,6,G100,400,664921,3881900,400,11.284,2,1.2,61.80387232,,,
GOU,100,MMIII-LMI,0,MMIII-LMI,neo,61,G100,27000,664937,3881970,27000,92.706,405,243,879.4845214,,,
GOU,100,MMIB-II,0,MMIB-II,proto,62,G100,27000,664959,3881970,27000,92.706,405,243,879.4845214,,,
GOU,101,HEL-RMN,0,ROMAN,greco-rmn,41,G101,1500,664651,3881960,1500,21.851,7.5,4.5,119.6826841,,,
GOU,102,HEL-RMN,0,ROMAN,greco-rmn,42,G102,18900,664634,3881810,18900,77.563,189,113.4,600.802306,,,
GOU,103,HEL-RMN,0,ROMAN,greco-rmn,43,G103,1800,664456,3881690,1800,23.937,9,5.4,131.1058117,,,
GOU,104,LMIIIA-IIIB,0,LMIIIA-IIIB,postpal,7,G104,400,664664,3881580,400,11.284,2,1.2,61.80387232,,,
GOU,104,HEL-RMN,0,HELLENISTIC,greco-rmn,10,G104,100,664665,3881570,100,5.642,0.5,0.3,30.90193616,,,
GOU,104,MMIII-LMI,0,MMIII-LMI,neo,62,G104,600,664665,3881570,600,13.82,3,1.8,75.69397566,,,
GOU,104,MMIB-II,0,MMIB-II,proto,63,G104,900,664682,3881580,900,16.926,4.5,2.7,92.70580849,,,
GOU,104,HEL-RMN,0,ROMAN,greco-rmn,44,G104,70400,664685,3881580,70400,149.696,1408,844.8,1639.842041,,,
GOU,105,EMIII-MMIA,0,EMIII-MMIA,prepal,22,G105,1000,664339,3881360,1000,17.841,5,3,97.72050238,,,
GOU,105,EMI-II,0,EMI-II,prepal,26,G105,1000,664364,3881380,1000,17.841,5,3,97.72050238,,,
GOU,105,MMIB-II,0,MMIB-II,proto,64,G105,1000,664372,3881360,1000,17.841,5,3,97.72050238,,,
GOU,106,EMI-II,0,EMI-II,prepal,27,G106,900,664500,3881300,900,16.926,4.5,2.7,92.70580849,,,
GOU,107,LMIIIA-IIIB,0,LMIIIA-IIIB,postpal,8,G107,100,665245,3881340,100,5.642,0.5,0.3,30.90193616,,,
GOU,107,MMIB-II,0,MMIB-II,proto,65,G107,7000,665153,3881360,7000,47.203,70,42,365.6366396,,,
GOU,107,MMIII-LMI,0,MMIII-LMI,neo,63,G107,7000,665186,3881380,7000,47.203,70,42,365.6366396,,,
GOU,107,HEL-RMN,0,ROMAN,greco-rmn,45,G107,3200,665198,3881370,3200,31.915,32,19.2,247.2154893,,,
GOU,108,MMIB-II,0,MMIB-II,proto,66,G108,1600,665163,3881210,1600,22.568,8,4.8,123.6077446,,,
GOU,108,MMIII-LMI,0,MMIII-LMI,neo,64,G108,100,665183,3881220,100,5.642,0.5,0.3,30.90193616,,,
GOU,109,MMIB-II,0,MMIB-II,proto,67,G109,600,665663,3881230,600,13.82,3,1.8,75.69397566,,,
GOU,109,EMI-II,0,EMI-II,prepal,28,G109,1600,665678,3881220,1600,22.568,8,4.8,123.6077446,,,
GOU,109,MMIII-LMI,0,MMIII-LMI,neo,65,G109,600,665724,3881240,600,13.82,3,1.8,75.69397566,,,
GOU,110,HEL-RMN,0,ROMAN,greco-rmn,46,G110,1500,664923,3881030,1500,21.851,7.5,4.5,119.6826841,,,
GOU,112,MMIII-LMI,0,MMIII-LMI,neo,66,G112,500,665478,3881030,500,12.616,2.5,1.5,69.09882989,,,
GOU,112,MMIB-II,0,MMIB-II,proto,68,G112,2500,665481,3880850,2500,28.209,25,15,218.5096861,,,
GOU,113,HEL-RMN,0,ROMAN,greco-rmn,47,G113,3900,665431,3880766,3900,35.234,39,23.4,272.9185105,,,
GOU,114,HEL-RMN,0,HELLENISTIC,greco-rmn,11,G114,100,664854,3880820,100,5.642,0.5,0.3,30.90193616,,,
GOU,114,HEL-RMN,0,ROMAN,greco-rmn,48,G114,2700,664854,3880820,2700,29.316,27,16.2,227.081927,,,
GOU,114,MMIII-LMI,0,MMIII-LMI,neo,67,G114,5500,664861,3880830,5500,41.841,55,33,324.1022407,,,
GOU,114,EMIII-MMIA,0,EMIII-MMIA,prepal,23,G114,4800,664886,3880840,4800,39.088,48,28.8,302.7759026,,,
GOU,114,EMI-II,0,EMI-II,prepal,29,G114,7200,664886,3880840,7200,47.873,72,43.2,370.8232339,,,
GOU,114,MMIB-II,0,MMIB-II,proto,69,G114,11000,664888,3880790,11000,59.173,110,66,458.3497844,,,
GOU,117,EMI-II,0,EMI-II,prepal,30,G117,1400,665323,3880650,1400,21.11,7,4.2,115.6244577,,,
GOU,117,HEL-RMN,0,ROMAN,greco-rmn,49,G117,20400,665390,3880660,20400,80.582,306,183.6,764.471681,,,
GOU,118,EMI-II,0,EMI-II,prepal,31,G118,100,666116,3880640,100,5.642,0.5,0.3,30.90193616,,,
GOU,118,EMIII-MMIA,0,EMIII-MMIA,prepal,24,G118,4800,666141,3880660,4800,39.088,48,28.8,302.7759026,,,
GOU,118,MMIB-II,0,MMIB-II,proto,70,G118,4800,666141,3880660,4800,39.088,48,28.8,302.7759026,,,
GOU,118,MMIII-LMI,0,MMIII-LMI,neo,68,G118,4800,666155,3880680,4800,39.088,48,28.8,302.7759026,,,
GOU,119,EMI-II,0,EMI-II,prepal,32,G119,400,665884,3880480,400,11.284,2,1.2,61.80387232,,,
GOU,120,MMIII-LMI,0,MMIII-LMI,neo,69,G120,100,666558,3880130,100,5.642,0.5,0.3,30.90193616,,,
GOU,120,MMIB-II,0,MMIB-II,proto,71,G120,600,666558,3880130,600,13.82,3,1.8,75.69397566,,,
GOU,121,MMIII-LMI,0,MMIII-LMI,neo,70,G121,1500,665071,3880300,1500,21.851,7.5,4.5,119.6826841,,,
GOU,121,EMI-II,0,EMI-II,prepal,33,G121,1400,665083,3880300,1400,21.11,7,4.2,115.6244577,,,
GOU,122,HEL-RMN,0,ROMAN,greco-rmn,50,G122,6000,664937,3880210,6000,43.702,60,36,338.5137501,,,
GOU,123,MMIII-LMI,0,MMIII-LMI,neo,71,G123,1200,663772,3880640,1200,19.544,6,3.6,107.047447,,,
GOU,123,MMIB-II,0,MMIB-II,proto,72,G123,1200,663788,3880660,1200,19.544,6,3.6,107.047447,,,
GOU,123,EMI-II,0,EMI-II,prepal,34,G123,2600,663798,3880590,2600,28.768,26,15.6,222.8370307,,,
GOU,123,LMIIIA-IIIB,0,LMIIIA-IIIB,postpal,9,G123,8100,663807,3880650,8100,50.777,81,48.6,393.317435,,,
GOU,125,HEL-RMN,0,ROMAN,greco-rmn,51,G125,3600,663855,3880400,3600,33.851,36,21.6,262.2116233,,,
GOU,127,HEL-RMN,0,ROMAN,greco-rmn,52,G127,3200,663224,3880050,3200,31.915,32,19.2,247.2154893,,,
GOU,129,MMIII-LMI,0,MMIII-LMI,neo,72,G129,100,664739,3879890,100,5.642,0.5,0.3,30.90193616,,,
GOU,130,HEL-RMN,0,HELLENISTIC,greco-rmn,12,G130,100,664942,3879900,100,5.642,0.5,0.3,30.90193616,,,
GOU,130,HEL-RMN,0,ROMAN,greco-rmn,53,G130,100,664942,3879900,100,5.642,0.5,0.3,30.90193616,,,
GOU,130,EMI-II,0,EMI-II,prepal,35,G130,300,664949,3879870,300,9.772,1.5,0.9,53.52372348,,,
GOU,130,FN,0,FN,prepal,4,G130,2500,664924,3879920,2500,28.209,25,15,218.5096861,,,
GOU,131,MMIB-II,0,MMIB-II,proto,73,G131,1600,664644,3879590,1600,22.568,8,4.8,123.6077446,,,
GOU,131,EMIII-MMIA,0,EMIII-MMIA,prepal,25,G131,6400,664631,3879590,6400,45.135,64,38.4,349.6154978,,,
GOU,131,EMI-II,0,EMI-II,prepal,36,G131,2800,664651,3879630,2800,29.854,28,16.8,231.2489154,,,
GOU,132,EMI-II,0,EMI-II,prepal,37,G132,500,664417,3879550,500,12.616,2.5,1.5,69.09882989,,,
GOU,133,EMI-II,0,EMI-II,prepal,38,G133,4000,664281,3879670,4000,35.682,40,24,276.3953196,,,
GOU,135,EMIII-MMIA,0,EMIII-MMIA,prepal,26,G135,3200,664809,3883110,3200,31.915,32,19.2,247.2154893,,,
GOU,135,MMIB-II,0,MMIB-II,proto,75,G135,3200,664820,3883130,3200,31.915,32,19.2,247.2154893,,,
GOU,135,MMIII-LMI,0,MMIII-LMI,neo,74,G135,3200,664820,3883130,3200,31.915,32,19.2,247.2154893,,,
GOU,135,EMI-II,0,EMI-II,prepal,39,G135,3200,665014,3883050,3200,31.915,32,19.2,247.2154893,,,
GOU,136,EMI-II,0,EMI-II,prepal,40,G136,1600,664197,3879570,1600,22.568,8,4.8,123.6077446,,,
GOU,137,EMIII-MMIA,0,EMIII-MMIA,prepal,27,G137,1200,663319,3879630,1200,19.544,6,3.6,107.047447,,,
GOU,137,MMIII-LMI,0,MMIII-LMI,neo,75,G137,1600,663324,3879640,1600,22.568,8,4.8,123.6077446,,,
GOU,137,EMI-II,0,EMI-II,prepal,41,G137,200,663332,3879610,200,7.979,1,0.6,43.70193722,,,
GOU,137,FN,0,FN,prepal,5,G137,100,663337,3879620,100,5.642,0.5,0.3,30.90193616,,,
GOU,137,MMIB-II,0,MMIB-II,proto,76,G137,3000,663319,3879630,3000,30.902,30,18,239.3653682,,,
GOU,138,EMI-II,0,EMI-II,prepal,42,G138,27000,662752,3879620,27000,92.706,405,243,879.4845214,,,
GOU,139,HEL-RMN,0,ROMAN,greco-rmn,54,G139,18000,662221,3879410,18000,75.694,180,108,586.3230143,,,
GOU,139,HEL-RMN,0,HELLENISTIC,greco-rmn,13,G139,18000,662283,3879470,18000,75.694,180,108,586.3230143,,,
GOU,140,MMIII-LMI,0,MMIII-LMI,neo,76,G140,600,662522,3879420,600,13.82,3,1.8,75.69397566,,,
GOU,140,MMIB-II,0,MMIB-II,proto,77,G140,600,662599,3879390,600,13.82,3,1.8,75.69397566,,,
GOU,142,EMI-II,0,EMI-II,prepal,43,G142,1200,663497,3879340,1200,19.544,6,3.6,107.047447,,,
GOU,143,MMIII-LMI,0,MMIII-LMI,neo,77,G143,300,663588,3879350,300,9.772,1.5,0.9,53.52372348,,,
GOU,143,MMIB-II,0,MMIB-II,proto,78,G143,300,663608,3879360,300,9.772,1.5,0.9,53.52372348,,,
GOU,144,LMIIIC-GEO,0,LMIIIC,sub-min,10,G144,100,663231,3879080,100,5.642,0.5,0.3,30.90193616,,,
GOU,144,ORIENT-ARCH,0,ORIENT-ARCH,greek,2,G144,100,663239,3879090,100,5.642,0.5,0.3,30.90193616,,,
GOU,144,EMI-II,0,EMI-II,prepal,44,G144,2000,663254,3879060,2000,25.231,10,6,138.1976598,,,
GOU,144,EMIII-MMIA,0,EMIII-MMIA,prepal,28,G144,5000,663226,3879050,5000,39.894,50,30,309.0193616,,,
GOU,144,LMIIIA-IIIB,0,LMIIIA-IIIB,postpal,10,G144,5000,663226,3879070,5000,39.894,50,30,309.0193616,,,
GOU,144,MMIB-II,0,MMIB-II,proto,79,G144,5000,663232,3879080,5000,39.894,50,30,309.0193616,,,
GOU,150,HEL-RMN,0,ROMAN,greco-rmn,55,G150,8000,663108,3878670,8000,50.463,80,48,390.8820095,,,
GOU,150,HEL-RMN,0,CLASSICAL,greco-rmn,141,G150,95000,663122,3878690,95000,173.895,1900,1140,1904.92328,,,
GOU,150,LMIIIC-GEO,0,LMIIIC,sub-min,11,G150,95000,663122,3878690,95000,173.895,1900,1140,1904.92328,,,
GOU,150,ORIENT-ARCH,0,ORIENT-ARCH,greek,3,G150,95000,663122,3878690,95000,173.895,1900,1140,1904.92328,,,
GOU,151,EMIII-MMIA,0,EMIII-MMIA,prepal,29,G151,230,664156,3878696,230,8.556,1.15,0.69,46.86510658,,,
GOU,151,MMIB-II,0,MMIB-II,proto,80,G151,3000,664156,3878700,3000,30.902,30,18,239.3653682,,,
GOU,30N,EMI-II,0,EMI-II,prepal,14,G30N,800,664976,3884990,800,15.958,4,2.4,87.40387445,,,
GOU,30S,EMI-II,0,EMI-II,prepal,15,G30S,900,664959,3884930,900,16.926,4.5,2.7,92.70580849,,,
GOU,CHALASMENOS,LMIIIC-GEO,0,PROTOG,sub-min,12,GCHALASMENOS,2000,666846,3883440,2000,25.231,10,6,138.1976598,,,
GOU,KATALIMATA,FN,0,FN,prepal,6,GKATALIMATA,100,667134,3883710,100,5.642,0.5,0.3,30.90193616,,,
GOU,KATALIMATA,MMIB-II,0,MMIB-II,proto,81,GKATALIMATA,2000,667143,3883740,2000,25.231,10,6,138.1976598,,,
GOU,KATALIMATA,LMIIIC-GEO,0,LMIIIC,sub-min,63,GKATALIMATA,2000,667144,3883710,2000,25.231,10,6,138.1976598,,,
GOU,KEPHALA,FN,0,FN,prepal,7,GKEPHALA,100,664194,3883040,100,5.642,0.5,0.3,30.90193616,,,
GOU,KEPHALA,LMIIIC-GEO,0,PROTOG,sub-min,13,GKEPHALA,2000,664198,3883060,2000,25.231,10,6,138.1976598,,,
KAV,1,EMI-II,50.015,EMI-II,prepal,45,K1,30000,669299,3891430,10500,57.81223,105,63,447.8116,,,
KAV,1,MMIB-II,46326.818,MMIB-II,proto,82,K1,32900,669309,3891290,14900,68.86812,149,89.4,533.4501,,,
KAV,1,MMIII-LMI,46326.8,MMIII-LMIB,neo,78,K1,43000,669309,3891290,45900,120.8736,918,550.8,1324.104,,,
KAV,1,HEL-RMN,0,HELLENISTIC-ROMAN,greco-rmn,56,K1,50500,669309,3891290,50500,126.786,1010,606,1388.869292,,,
KAV,2,MMIB-II,1253.886,MMIB-II,proto,83,K2,200,669785,3891530,200,7.979,1,0.6,43.70193722,,,
KAV,2,MMIII-LMI,1253.89,MMIII-LMIB,neo,79,K2,200,669785,3891530,200,7.979,1,0.6,43.70193722,,,
KAV,3,MMIB-II,1625.063,MMIB-II,proto,84,K3,2000,669728,3891390,2000,25.231,10,6,138.1976598,,,
KAV,3,MMIII-LMI,1625.06,MMIII-LMIB,neo,80,K3,2000,669728,3891390,2000,25.231,10,6,138.1976598,,,
KAV,4,MMIB-II,1460.758,MMIB-II,proto,85,K4,1200,669029,3891320,1200,19.544,6,3.6,107.047447,,,
KAV,4,MMIII-LMI,1460.76,MMIII-LMIB,neo,81,K4,1200,669029,3891320,1200,19.544,6,3.6,107.047447,,,
KAV,5,EMIII-MMIA,40456.8,EMIII-MMIA,prepal,30,K5,30000,668920,3890640,30000,97.721,450,270,927.0580849,,,
KAV,5,MMIB-II,40456.764,MMIB-II,proto,86,K5,30000,668920,3890640,30000,97.721,450,270,927.0580849,,,
KAV,5,MMIII-LMI,40456.8,MMIII-LMIB,neo,82,K5,30000,668920,3890640,30000,97.721,450,270,927.0580849,,,
KAV,5,LMIIIA-IIIB,40456.764,LMIIIA-IIIB,postpal,11,K5,30000,668920,3890640,30000,97.721,450,270,927.0580849,,,
KAV,5,HEL-RMN,0,HELLENISTIC-ROMAN,greco-rmn,57,K5,30000,668920,3890640,30000,97.721,450,270,927.0580849,,,
KAV,6,MMIB-II,102.818,MMIB-II,proto,87,K6,50,668711,3890820,50,3.989,0.25,0.15,21.85096861,,,
KAV,6,EMI-II,50.015,EMI-II,prepal,46,K6,100,668711,3890830,100,5.642,0.5,0.3,30.90193616,,,
KAV,6,EMIII-MMIA,100.749,EMIII-MMIA,prepal,31,K6,100,668711,3890830,100,5.642,0.5,0.3,30.90193616,,,
KAV,7,MMIB-II,1803.1,MMIB-II,proto,88,K7,600,668250,3890700,600,13.82,3,1.8,75.69397566,,,
KAV,7,EMI-II,50.015,EMI-II,prepal,47,K7,600,668314,3890790,600,13.82,3,1.8,75.69397566,,,
KAV,8,EMI-II,4698.48,EMI-II,prepal,48,K8,1200,668318,3890490,1200,19.544,6,3.6,107.047447,,,
KAV,8,FN,2797.07,FN,prepal,8,K8,1200,668325,3890480,1200,19.544,6,3.6,107.047447,,,
KAV,8,EMIII-MMIA,2083.38,EMIII-MMIA,prepal,32,K8,1200,668326,3890480,1200,19.544,6,3.6,107.047447,,,
KAV,9,MMIB-II,1584.397,MMIB-II,proto,89,K9,500,667875,3890360,500,12.616,2.5,1.5,69.09882989,,,
KAV,9,MMIII-LMI,1584.4,MMIII-LMIB,neo,83,K9,500,667875,3890360,500,12.616,2.5,1.5,69.09882989,,,
KAV,10,MMIII-LMI,1485.46,MMIII-LMIB,neo,84,K10,100,667910,3890050,100,5.642,0.5,0.3,30.90193616,,,
KAV,11,MMIB-II,15558.089,MMIB-II,proto,90,K11,15000,668545,3890280,15000,69.099,150,90,535.2372348,,,
KAV,11,MMIII-LMI,15558.1,MMIII-LMIB,neo,85,K11,15000,668545,3890280,15000,69.099,150,90,535.2372348,,,
KAV,12,MMIB-II,1680.33,MMIB-II,proto,91,K12,100,668463,3889890,100,5.642,0.5,0.3,30.90193616,,,
KAV,12,MMIII-LMI,1680.33,MMIII-LMIB,neo,86,K12,100,668463,3889890,100,5.642,0.5,0.3,30.90193616,,,
KAV,13,MMIB-II,1037.285,MMIB-II,proto,92,K13,100,668373,3889600,100,5.642,0.5,0.3,30.90193616,,,
KAV,13,MMIII-LMI,1037.28,MMIII-LMIB,neo,87,K13,100,668373,3889600,100,5.642,0.5,0.3,30.90193616,,,
KAV,14,MMIB-II,1441.165,MMIB-II,proto,93,K14,100,668049,3889310,100,5.642,0.5,0.3,30.90193616,,,
KAV,15,MMIB-II,17526.313,MMIB-II,proto,94,K15,2500,668918,3889960,2500,28.209,25,15,218.5096861,,,
KAV,15,MMIII-LMI,17526.3,MMIII-LMIB,neo,88,K15,2500,668918,3889960,2500,28.209,25,15,218.5096861,,,
KAV,16,MMIB-II,8626.389,MMIB-II,proto,95,K16,2500,669182,3890030,2500,28.209,25,15,218.5096861,,,
KAV,16,FN,49.761,FN,prepal,16,K16,2500,669268,3890070,2500,28.209,25,15,218.5096861,,,
KAV,17,MMIB-II,17104.211,MMIB-II,proto,96,K17,10000,669342,3890110,10000,56.419,100,60,437.0193722,,,
KAV,17,MMIII-LMI,17104.2,MMIII-LMIB,neo,89,K17,10000,669342,3890110,10000,56.419,100,60,437.0193722,,,
KAV,17,HEL-RMN,0,HELLENISTIC-ROMAN,greco-rmn,58,K17,10000,669342,3890110,10000,56.419,100,60,437.0193722,,,
KAV,17,LMIIIA-IIIB,14212.849,LMIIIA-IIIB,postpal,12,K17,10000,669351,3890150,10000,56.419,100,60,437.0193722,,,
KAV,18,MMIB-II,2554.267,MMIB-II,proto,97,K18,600,669331,3889910,600,13.82,3,1.8,75.69397566,,,
KAV,18,MMIII-LMI,2554.27,MMIII-LMIB,neo,90,K18,600,669331,3889910,600,13.82,3,1.8,75.69397566,,,
KAV,19,MMIB-II,4109.691,MMIB-II,proto,98,K19,300,669083,3889710,300,9.772,1.5,0.9,53.52372348,,,
KAV,19,MMIII-LMI,4109.69,MMIII-LMIB,neo,91,K19,300,669083,3889710,300,9.772,1.5,0.9,53.52372348,,,
KAV,20,MMIB-II,2810.694,MMIB-II,proto,99,K20,900,669214,3889170,900,16.926,4.5,2.7,92.70580849,,,
KAV,20,MMIII-LMI,2810.69,MMIII-LMIB,neo,92,K20,900,669214,3889170,900,16.926,4.5,2.7,92.70580849,,,
KAV,21,HEL-RMN,0,HELLENISTIC-ROMAN,greco-rmn,59,K21,200,669145,3888990,200,7.979,1,0.6,43.70193722,,,
KAV,21,MMIB-II,1596.152,MMIB-II,proto,100,K21,200,669179,3888980,200,7.979,1,0.6,43.70193722,,,
KAV,21,MMIII-LMI,1596.15,MMIII-LMIB,neo,93,K21,200,669179,3888980,200,7.979,1,0.6,43.70193722,,,
KAV,23,MMIB-II,8095.483,MMIB-II,proto,101,K23,400,669062,3888720,400,11.284,2,1.2,61.80387232,,,
KAV,23,MMIII-LMI,8095.48,MMIII-LMIB,neo,95,K23,400,669062,3888720,400,11.284,2,1.2,61.80387232,,,
KAV,24,FN,132102,FN,prepal,15,K24,100,669078,3887860,100,5.642,0.5,0.3,30.90193616,,,
KAV,24,EMI-II,132102,EMI-II,prepal,52,K24,100,669078,3887860,100,5.642,0.5,0.3,30.90193616,,,
KAV,24,EMIII-MMIA,132102,,prepal,0,K24,100,669078,3887860,100,5.642,0.5,0.3,30.90193616,,,
KAV,24,MMIB-II,131732.309,MMIB-II,proto,102,K24,100,669079,3887860,100,5.642,0.5,0.3,30.90193616,,,
KAV,24,MMIII-LMI,131732,MMIII-LMIB,neo,96,K24,100,669079,3887860,100,5.642,0.5,0.3,30.90193616,,,
KAV,24,LMIIIA-IIIB,131732.309,LMIIIA-IIIB,postpal,13,K24,100,669079,3887860,100,5.642,0.5,0.3,30.90193616,,,
KAV,24,LMIIIC-GEO,131732,LMIIIC-GEO,sub-min,0,K24,100,669079,3887860,100,5.642,0.5,0.3,30.90193616,,,
KAV,24,ORIENT-ARCH,131732.309,,greek,0,K24,100,669079,3887860,100,5.642,0.5,0.3,30.90193616,,,
KAV,24,HEL-RMN,0,HELLENISTIC-ROMAN,greco-rmn,60,K24,100,669079,3887860,100,5.642,0.5,0.3,30.90193616,,,
KAV,25,MMIB-II,1793.388,MMIB-II,proto,103,K25,200,669340,3888470,200,7.979,1,0.6,43.70193722,,,
KAV,25,MMIII-LMI,1793.39,MMIII-LMIB,neo,97,K25,200,669340,3888470,200,7.979,1,0.6,43.70193722,,,
KAV,27,MMIB-II,16030.778,MMIB-II,proto,104,K27,400,668637,3888550,400,11.284,2,1.2,61.80387232,,,
KAV,27,MMIII-LMI,16030.8,MMIII-LMIB,neo,98,K27,400,668637,3888550,400,11.284,2,1.2,61.80387232,,,
KAV,28,MMIB-II,6941.089,MMIB-II,proto,105,K28,3500,668001,3889100,3500,33.378,35,21,258.5441473,,,
KAV,28,MMIII-LMI,6941.09,MMIII-LMIB,neo,99,K28,3500,668001,3889100,3500,33.378,35,21,258.5441473,,,
KAV,28,HEL-RMN,0,HELLENISTIC-ROMAN,greco-rmn,61,K28,3500,668001,3889100,3500,33.378,35,21,258.5441473,,,
KAV,29,HEL-RMN,0,HELLENISTIC-ROMAN,greco-rmn,62,K29,100,667791,3889230,100,5.642,0.5,0.3,30.90193616,,,
KAV,30,HEL-RMN,0,HELLENISTIC-ROMAN,greco-rmn,63,K30,100,667780,3889160,100,5.642,0.5,0.3,30.90193616,,,
KAV,31,FN,49.761,FN,prepal,9,K31,100,667250,3889680,100,5.642,0.5,0.3,30.90193616,,,
KAV,31,EMI-II,50.015,EMI-II,prepal,49,K31,100,667250,3889680,100,5.642,0.5,0.3,30.90193616,,,
